Name,Company Name,Telephone,Address,City,State,ZIP,Region,Order Dollar Amount,Order Date,Order Time,Sales Rep ID,,,Region ,#of orders,Percentage,,,,Name,State,Region,Sales Rep,Work Loading,State,Region,,State,Orders,rank ,,
Roxana Devries,Atlantic Corporation,+1 (464) 686-1482,1914 Union Parkway,Independence,MO,64050,Midwest," 123,275 ",11/30/16,5:02 PM,6,,,,,,,,,,,,,,,,,,,,,
Aitana Woodworth,Slate Rock and Gravel Company,+1 (378) 008-6874,3438 Market Way,Thornton,CO,80229,West," 123,110 ",4/1/15,8:32 AM,4,,,,,,,,,,,,,,,,,,,,,
Al Pitre,InGen Corporation,+1 (475) 192-6421,9630 View Parkway SW,Midland,TX,79701,Southwest," 122,489 ",9/26/16,3:34 AM,1,,,,,,,,,,,,,,,,,,,,,
Apollo Trimble,General Services Corporation,+1 (057) 701-6015,4355 Fourth Court,Toledo,OH,43602,Midwest," 122,474 ",3/23/14,12:11 AM,4,,,,,,,,,,,,,,,,,,,,,
Mada Larkin,U.S. Robotics and Mechanical Men,+1 (136) 156-9692,4213 Eighth Avenue East,Salinas,CA,93901,West," 122,098 ",2/16/17,12:22 AM,4,,,,,,,,,,,,,,,,,,,,,
Monserrat Guest,Flowers By Irene,+1 (915) 899-9985,8991 Oak Cove,Little Rock,AR,72201,Southeast," 122,089 ",7/1/18,7:39 PM,5,,,,,,,,,,,,,,,,,,,,,
Kaydence Severson,Canada World Airways,+1 (692) 076-7628,2144 Maple Terrace East,Virginia Beach,VA,23451,Southeast," 122,089 ",10/25/17,7:00 PM,3,,,,,,,,,,,,,,,,,,,,,
Lian Durham,Stark Industries,+1 (888) 351-7200,4786 Second Loop,Phoenix,AZ,85003,Southwest," 121,910 ",1/2/16,7:08 PM,8,,,,,,,,,,,,,,,,,,,,,
Kalila Figueroa,Federation World Airlines,+1 (233) 969-3415,6073 Seventh Court,Newark,NJ,07102,Northeast," 121,907 ",5/31/14,12:09 PM,1,,,,,,,,,,,,,,,,,,,,,
Emerald Calvin,Extensive Enterprise,+1 (718) 383-5612,4462 Maple Lane,Oxnard,CA,93030,West," 121,683 ",11/4/17,3:30 AM,8,,,,,,,,,,,,,,,,,,,,,
Phil Moorman,Ankh-Sto Associates,+1 (474) 269-2462,6865 Ninth Canal NE,Pasadena,TX,77502,Southwest," 121,428 ",5/10/17,3:46 AM,3,,,,,,,,,,,,,,,,,,,,,
Hans Sherwood,TriOptimum Corporation,+1 (102) 876-8358,4939 First Terrace,High Point,NC,27260,Southeast," 121,309 ",4/15/16,5:04 PM,3,,,,,,,,,,,,,,,,,,,,,
Brook Mendoza,PediaCorp,+1 (939) 819-1327,1971 Park Street East,Chicago,IL,60601,Midwest," 121,207 ",10/16/16,1:30 AM,3,,,,,,,,,,,,,,,,,,,,,
Jovanni Armenta,Charles Townsend Agency,+1 (985) 494-2950,7526 Sixth Row,Pomona,CA,91767,West," 120,913 ",8/4/16,3:28 PM,3,,,,,,,,,,,,,,,,,,,,,
Landen Shell,KrebStar,+1 (510) 483-3887,4323 Broad Terrace South,San Bernardino,CA,92401,West," 120,912 ",4/12/14,8:53 PM,2,,,,,,,,,,,,,,,,,,,,,
Kenton Burley,Energy Corporation,+1 (793) 777-2657,8089 Park Street,Riverside,CA,92501,West," 120,844 ",3/1/16,1:49 PM,8,,,,,,,,,,,,,,,,,,,,,
Sherlyn Burt,Trans Pacific Airlines,+1 (757) 810-8244,8338 Cedar Terrace SE,Modesto,CA,95350,West," 120,820 ",9/15/15,2:42 PM,3,,,,,,,,,,,,,,,,,,,,,
Vernice Tice,Wernham Hogg,+1 (028) 798-5963,2789 Lincoln Drive South,Colorado Springs,CO,80903,West," 120,791 ",12/4/16,9:21 AM,7,,,,,,,,,,,,,,,,,,,,,
Gracie Cowles,OmniCo,+1 (151) 940-5706,4327 Oak Terrace SE,Ann Arbor,MI,48103,Midwest," 120,411 ",8/28/18,5:20 PM,3,,,,,,,,,,,,,,,,,,,,,
Holden Corona,Klimpys,+1 (524) 218-9840,5348 Second Place,San Francisco,CA,94102,West," 120,263 ",9/18/18,3:00 PM,1,,,,,,,,,,,,,,,,,,,,,
Neal Lehmann,Barrytron,+1 (440) 032-5495,6185 Cherry Boulevard,Port Saint Lucie,FL,34952,Southeast," 120,033 ",9/19/17,6:10 AM,7,,,,,,,,,,,,,,,,,,,,,
Constantine Wooldridge,Ankh-Sto Associates,+1 (151) 522-5776,7375 Valley Avenue,Lansing,MI,48906,Midwest," 119,749 ",12/6/15,8:09 PM,2,,,,,,,,,,,,,,,,,,,,,
Nathalie Mcdougall,Uplink Corporation,+1 (449) 329-0587,7264 Oak Cove East,Corona,CA,91719,West," 119,700 ",1/6/17,3:32 AM,5,,,,,,,,,,,,,,,,,,,,,
Geshi Mast,Transworld Consortium,+1 (842) 095-2336,3693 Spring Avenue East,Warren,MI,48089,Midwest," 119,540 ",7/14/17,1:50 AM,5,,,,,,,,,,,,,,,,,,,,,
Williams Decker,Mishima Zaibatsu,+1 (140) 586-0464,1341 Union Cove,Phoenix,AZ,85003,Southwest," 119,463 ",3/2/14,2:26 AM,2,,,,,,,,,,,,,,,,,,,,,
Jerome Dunham,Flowers By Irene,+1 (739) 541-3522,92 Sixth Avenue SE,Pasadena,CA,91101,West," 119,160 ",6/8/16,12:40 AM,5,,,,,,,,,,,,,,,,,,,,,
Jenis Cody,Barrytron,+1 (498) 658-1977,9882 Grove Avenue South,Seattle,WA,98101,West," 119,021 ",10/23/17,10:32 AM,3,,,,,,,,,,,,,,,,,,,,,
Eilis Forney,InGen Corporation,+1 (688) 091-2727,9125 Oak Boulevard,Bridgeport,CT,06604,Northeast," 119,018 ",3/30/14,2:51 AM,5,,,,,,,,,,,,,,,,,,,,,
Kaylah Tuck,North Central Positronics,+1 (740) 893-1684,9038 Elm Place,Fort Lauderdale,FL,33301,Southeast," 118,831 ",7/16/14,11:15 AM,4,,,,,,,,,,,,,,,,,,,,,
Ellie Bruton,Blammo Corp,+1 (113) 818-9515,1021 Valley Way,Augusta,GA,30901,Southeast," 118,827 ",11/26/14,4:12 PM,2,,,,,,,,,,,,,,,,,,,,,
Aislinn Power,Leeding Engines Ltd.,+1 (717) 169-8521,8824 Hill Street,Erie,PA,16501,Northeast," 118,767 ",6/19/15,6:57 AM,4,,,,,,,,,,,,,,,,,,,,,
Vito Kopp,Queen Industries,+1 (193) 734-9877,6752 Cedar Cove North,Surprise,AZ,85374,Southwest," 118,686 ",8/23/17,4:43 PM,2,,,,,,,,,,,,,,,,,,,,,
Jada Taylor,ABC Telecom,+1 (202) 763-5499,3905 Hill Cove,Pueblo,CO,81001,West," 117,486 ",1/21/17,3:04 PM,3,,,,,,,,,,,,,,,,,,,,,
Earl Bowie,Zevo Toys,+1 (966) 378-7266,2731 Fifth Avenue SW,Kansas City,MO,64101,Midwest," 117,199 ",3/29/17,6:55 AM,1,,,,,,,,,,,,,,,,,,,,,
Reuben Li,Sample Inc.,+1 (866) 317-6812,4576 Fifth Loop NE,Lakewood,CO,80215,West," 116,785 ",7/6/15,1:02 AM,4,,,,,,,,,,,,,,,,,,,,,
Cloris Levine,Smith and Co.,+1 (577) 138-3561,5880 Cherry Place NE,Olathe,KS,66061,Midwest," 116,774 ",8/10/15,8:22 AM,3,,,,,,,,,,,,,,,,,,,,,
Hollie Dill,Allied Biscuit,+1 (433) 497-3113,6335 Pine Crescent SE,Augusta,GA,30901,Southeast," 115,884 ",2/10/17,12:09 AM,3,,,,,,,,,,,,,,,,,,,,,
Ibtesam Glover,XYZ Corp,+1 (759) 222-0912,3709 Spring Avenue North,Newark,NJ,07102,Northeast," 115,200 ",2/6/15,4:41 AM,2,,,,,,,,,,,,,,,,,,,,,
April Caswell,Globo Gym American Corp,+1 (012) 837-9412,4077 Walnut Avenue,Winston-Salem,NC,27101,Southeast," 114,804 ",1/21/14,2:16 PM,2,,,,,,,,,,,,,,,,,,,,,
Domonique Messer,CC Corporation,+1 (786) 978-8662,4101 Water Boulevard,Temecula,CA,92590,West," 114,635 ",8/8/17,4:25 AM,3,,,,,,,,,,,,,,,,,,,,,
Rodrigo White,Three Waters,+1 (167) 299-5816,6335 Maple Alley,Tempe,AZ,85281,Southwest," 114,540 ",9/19/16,4:11 AM,3,,,,,,,,,,,,,,,,,,,,,
Lyndsey Numbers,Barrytron,+1 (646) 344-0037,8307 View Road,Fairfield,CA,94533,West," 114,365 ",10/16/17,1:04 AM,5,,,,,,,,,,,,,,,,,,,,,
Ailani Warner,Mammoth Pictures,+1 (871) 513-6484,6616 Lincoln Freeway West,Alexandria,VA,22301,Southeast," 114,143 ",7/1/17,9:25 PM,3,,,,,,,,,,,,,,,,,,,,,
Baker Langley,Western Gas & Electric,+1 (728) 128-0624,6012 Maple Court,Stockton,CA,95202,West," 114,129 ",7/2/14,11:46 AM,2,,,,,,,,,,,,,,,,,,,,,
Angeni Lew,Chez Quis,+1 (415) 844-4531,167 Lincoln Boulevard West,Pueblo,CO,81001,West," 114,029 ",7/16/16,10:12 PM,8,,,,,,,,,,,,,,,,,,,,,
Gabriela Coble,Fabrikam Corporation,+1 (220) 032-6523,3647 Lincoln Freeway SW,Knoxville,TN,37902,Southeast," 113,908 ",4/12/16,12:12 PM,2,,,,,,,,,,,,,,,,,,,,,
Christen Tuttle,Corellian Engineering Corporation,+1 (347) 450-3688,6659 Cedar Freeway NE,Henderson,NV,89014,West," 113,839 ",3/21/17,6:25 PM,6,,,,,,,,,,,,,,,,,,,,,
Colby Mohr,ABC Telecom,+1 (357) 957-2981,7164 Oak Avenue,Garden Grove,CA,92640,West," 113,737 ",7/8/17,10:05 PM,5,,,,,,,,,,,,,,,,,,,,,
Lorine Toliver,Fabrikam Corporation,+1 (652) 646-0707,560 Washington Alley,Alexandria,VA,22301,Southeast," 113,673 ",2/5/15,7:37 PM,1,,,,,,,,,,,,,,,,,,,,,
Ann Mcneal,Matsumura Fishworks,+1 (271) 198-0055,8229 Fourth Drive North,Garden Grove,CA,92640,West," 113,280 ",12/12/15,8:22 AM,3,,,,,,,,,,,,,,,,,,,,,
Ethelyn Witt,Osato Chemicals,+1 (207) 968-1456,6384 Fifth Street,Spokane,WA,99201,West," 112,343 ",1/13/16,6:26 AM,3,,,,,,,,,,,,,,,,,,,,,
Rena Reaves,The Dot Grill,+1 (596) 099-9810,6184 View Road North,Miami,FL,33122,Southeast," 112,274 ",10/20/17,11:48 PM,8,,,,,,,,,,,,,,,,,,,,,
Lenora Whelan,Chez Quis,+1 (720) 348-4970,50 Mill Canal,Rochester,MN,55901,Midwest," 112,220 ",4/15/17,5:40 PM,4,,,,,,,,,,,,,,,,,,,,,
Berniece Chance,QWERTY Logistics,+1 (974) 925-9304,2977 Valley Avenue South,Temecula,CA,92590,West," 112,050 ",8/2/17,2:00 AM,8,,,,,,,,,,,,,,,,,,,,,
Auryon Katz,Quantum Airlines,+1 (927) 604-4090,5240 First Avenue NW,Kansas City,KS,66101,Midwest," 111,347 ",4/26/15,2:44 AM,5,,,,,,,,,,,,,,,,,,,,,
Iseult Charlton,InGen Corporation,+1 (706) 689-7068,6424 Oak Crescent SW,Pasadena,TX,77502,Southwest," 110,922 ",6/20/16,3:21 PM,3,,,,,,,,,,,,,,,,,,,,,
Gretchen Kingsley,Trans American Airlines,+1 (750) 852-5098,7539 Park Place West,Oklahoma City,OK,73102,Southwest," 110,527 ",2/21/17,12:23 AM,3,,,,,,,,,,,,,,,,,,,,,
Kirima Zook,Benthic Petroleum,+1 (544) 047-7669,2798 Walnut Row,Atlanta,GA,30303,Southeast," 110,390 ",7/12/16,3:20 AM,5,,,,,,,,,,,,,,,,,,,,,
Iyana Mosier,Axis Chemical Co.,+1 (211) 195-7568,9490 Union Park NW,Arvada,CO,80002,West," 110,183 ",1/17/17,2:21 AM,8,,,,,,,,,,,,,,,,,,,,,
Kala Saylor,Monks Diner,+1 (490) 566-7649,3154 Elm Circle,Pueblo,CO,81001,West," 110,001 ",7/31/16,12:27 AM,5,,,,,,,,,,,,,,,,,,,,,
Kiri Vigil,Gizmonic Institute,+1 (255) 238-9083,4644 Third Row,Orange,CA,92665,West," 109,714 ",1/18/16,2:19 AM,2,,,,,,,,,,,,,,,,,,,,,
Najee Hawthorne,Slate Rock and Gravel Company,+1 (514) 768-0785,2456 Main Circle,Arlington,VA,22201,Southeast," 109,699 ",12/19/17,7:04 AM,3,,,,,,,,,,,,,,,,,,,,,
Abbie Baker,Milliways,+1 (673) 247-7745,9234 View Street West,Santa Clara,CA,95050,West," 109,080 ",1/24/17,1:21 AM,1,,,,,,,,,,,,,,,,,,,,,
Danna Brody,Fabrikam Corporation,+1 (365) 282-0333,2056 Cherry Lane,Yonkers,NY,10701,Northeast," 108,850 ",7/29/15,3:17 PM,3,,,,,,,,,,,,,,,,,,,,,
Brianna Castle,Tessier-Ashpool,+1 (122) 848-5685,6713 Fifth Cove,Boston,MA,02108,Northeast," 108,730 ",10/23/14,7:31 AM,3,,,,,,,,,,,,,,,,,,,,,
Valentina Bayer,Ewing Oil,+1 (467) 006-2065,8187 Oak Avenue,Ontario,CA,91761,West," 108,671 ",9/14/14,12:53 AM,1,,,,,,,,,,,,,,,,,,,,,
Kaylie Manley,General Services Corporation,+1 (642) 812-9081,9970 Church Street North,Lancaster,CA,93534,West," 108,418 ",2/13/17,4:08 AM,8,,,,,,,,,,,,,,,,,,,,,
Brandyn Cuellar,Biffco,+1 (039) 787-4399,1270 Spring Circle,West Jordan,UT,84084,West," 108,345 ",6/12/17,9:28 PM,3,,,,,,,,,,,,,,,,,,,,,
Alaula Otero,Zevo Toys,+1 (095) 740-5858,5073 Spring Crescent,Miami,FL,33122,Southeast," 108,341 ",9/2/15,4:11 PM,2,,,,,,,,,,,,,,,,,,,,,
Joanna Proctor,Videlectrix,+1 (123) 038-2988,628 Cherry Road,Riverside,CA,92501,West," 107,732 ",3/5/16,11:52 AM,2,,,,,,,,,,,,,,,,,,,,,
Lyndell Ng,Vandelay Industries,+1 (132) 385-4462,7134 Maple Loop,Tacoma,WA,98402,West," 107,730 ",2/11/15,5:39 AM,3,,,,,,,,,,,,,,,,,,,,,
Evangelina Cooke,The Drunken Clam,+1 (748) 487-7806,1095 Central Drive,Clarksville,TN,37040,Southeast," 107,139 ",6/15/16,4:02 AM,3,,,,,,,,,,,,,,,,,,,,,
Coleman Stapleton,MARS Industries,+1 (509) 633-6250,7545 Eighth Freeway West,Wichita,KS,67202,Midwest," 107,095 ",10/18/16,2:51 AM,2,,,,,,,,,,,,,,,,,,,,,
Zavier Montgomery,Trans United Airways,+1 (382) 010-1388,9262 Second Way NE,Beaumont,TX,77701,Southwest," 106,454 ",1/23/17,10:21 PM,8,,,,,,,,,,,,,,,,,,,,,
Agila Kelly,Chez Quis,+1 (476) 269-7956,2232 Main Loop NE,Lincoln,NE,68502,Midwest," 106,452 ",4/1/16,6:16 AM,7,,,,,,,,,,,,,,,,,,,,,
Charleen Welker,Sample Inc.,+1 (242) 991-8181,5720 Valley Way,Ann Arbor,MI,48103,Midwest," 105,915 ",4/24/14,6:15 PM,2,,,,,,,,,,,,,,,,,,,,,
Everett Carson,Springfield Nuclear Power Plant,+1 (478) 318-6091,7358 Second Place West,Temecula,CA,92590,West," 105,877 ",7/22/17,4:25 AM,3,,,,,,,,,,,,,,,,,,,,,
Naida Kimbrough,Mainway Toys,+1 (068) 642-1066,2209 Broad Lane West,Eugene,OR,97402,West," 105,602 ",2/9/16,8:49 PM,3,,,,,,,,,,,,,,,,,,,,,
Federico Lin,Monks Diner,+1 (446) 487-9428,5976 Oak Circle,Flint,MI,48502,Midwest," 105,590 ",1/19/17,6:31 PM,3,,,,,,,,,,,,,,,,,,,,,
Nira Tijerina,OmniCo,+1 (561) 675-6527,2226 Fifth Park South,Laredo,TX,78040,Southwest," 105,115 ",3/30/16,3:27 PM,3,,,,,,,,,,,,,,,,,,,,,
Valerie Gilman,Stark Industries,+1 (202) 814-6150,2771 Walnut Terrace South,Sunnyvale,CA,94086,West," 105,065 ",4/26/16,4:46 PM,5,,,,,,,,,,,,,,,,,,,,,
Ahmad Schindler,Oceanic Airlines,+1 (532) 919-5186,3736 Park Drive,Rockford,IL,61101,Midwest," 104,735 ",2/20/16,2:54 PM,3,,,,,,,,,,,,,,,,,,,,,
Rene Ma,Culdee Fell Railway,+1 (650) 263-8245,1980 Hill Street,Grand Prairie,TX,75050,Southwest," 103,926 ",2/5/15,5:14 AM,2,,,,,,,,,,,,,,,,,,,,,
Andrew Ocampo,InGen Corporation,+1 (671) 077-2526,9853 Ninth Street,Concord,CA,94518,West," 103,712 ",6/30/16,1:26 AM,3,,,,,,,,,,,,,,,,,,,,,
Unknown Hagen,Smith and Co.,+1 (017) 109-7116,8942 Washington Freeway North,Mesquite,TX,75149,Southwest," 103,336 ",1/14/14,12:59 PM,3,,,,,,,,,,,,,,,,,,,,,
Nizana Samuel,Thrift Bank,+1 (305) 064-6971,7160 Hill Court,Green Bay,WI,54302,Midwest," 103,003 ",9/11/16,7:56 AM,1,,,,,,,,,,,,,,,,,,,,,
Crystal Cassell,Ankh-Sto Associates,+1 (608) 748-5429,4671 Oak Boulevard West,Pembroke Pines,FL,33024,Southeast," 102,842 ",6/6/16,12:30 PM,3,,,,,,,,,,,,,,,,,,,,,
Blanche Gallant,Plow King,+1 (368) 089-9074,9976 Hill Freeway,Indianapolis,IN,46201,Midwest," 102,794 ",3/27/16,1:27 AM,3,,,,,,,,,,,,,,,,,,,,,
Vada Hood,Sonky Rubber Goods,+1 (420) 141-9398,4754 Main Canal,Fort Wayne,IN,46802,Midwest," 102,782 ",4/29/15,6:48 PM,1,,,,,,,,,,,,,,,,,,,,,
Isi Mares,Kumatsu Motors,+1 (661) 685-1890,2058 View Road,Rancho Cucamonga,CA,91730,West," 102,673 ",5/19/16,12:43 PM,3,,,,,,,,,,,,,,,,,,,,,
Kingsley Banda,Leeding Engines Ltd.,+1 (944) 738-0784,1770 Church Road West,Rochester,NY,14604,Northeast," 102,633 ",12/1/14,1:52 PM,3,,,,,,,,,,,,,,,,,,,,,
Caresse Almeida,Sombra Corporation,+1 (969) 913-9250,136 Elm Terrace South,Erie,PA,16501,Northeast," 102,497 ",6/27/16,12:20 PM,3,,,,,,,,,,,,,,,,,,,,,
Bina Edwards,Corellian Engineering Corporation,+1 (575) 857-0584,9016 Adams Loop SW,Elk Grove,CA,95624,West," 102,461 ",9/12/16,10:48 AM,3,,,,,,,,,,,,,,,,,,,,,
Nizana Ralston,Leeding Engines Ltd.,+1 (680) 582-8863,2838 Sixth Lane West,Corpus Christi,TX,78401,Southwest," 100,926 ",9/10/16,5:52 PM,6,,,,,,,,,,,,,,,,,,,,,
Eboni Hamer,Universal Exports,+1 (797) 057-6096,7889 Maple Loop,Flint,MI,48502,Midwest," 100,789 ",2/24/16,5:22 AM,8,,,,,,,,,,,,,,,,,,,,,
Kendra Mobley,Atlantic Corporation,+1 (824) 415-1537,4584 Jefferson Parkway SW,Grand Prairie,TX,75050,Southwest," 100,742 ",12/3/15,9:45 PM,3,,,,,,,,,,,,,,,,,,,,,
Duane Brice,Rossum Corporation,+1 (588) 967-7855,7484 Elm Boulevard North,Atlanta,GA,30303,Southeast," 99,922 ",9/16/15,7:39 PM,2,,,,,,,,,,,,,,,,,,,,,
Sharon Pence,Minuteman Cafe,+1 (457) 731-0065,2078 Central Road SE,Fontana,CA,92335,West," 99,620 ",5/3/13,6:55 AM,1,,,,,,,,,,,,,,,,,,,,,
Kyria Hathaway,Cathedral Software,+1 (261) 232-3925,1785 Market Way NE,Richmond,CA,94801,West," 99,589 ",1/22/15,5:40 PM,3,,,,,,,,,,,,,,,,,,,,,
Chandler Mixon,Mammoth Pictures,+1 (811) 067-0581,9826 Second Freeway,Visalia,CA,93277,West," 99,326 ",4/5/13,4:54 AM,3,,,,,,,,,,,,,,,,,,,,,
Mahala Barbosa,Atlantic Northern,+1 (247) 902-1159,7941 Spring Drive West,Denton,TX,76201,Southwest," 98,883 ",2/5/15,12:06 PM,3,,,,,,,,,,,,,,,,,,,,,
Bud Sinclair,Megadodo Publications,+1 (544) 914-4960,2603 Main Canal,Vallejo,CA,94590,West," 98,874 ",1/5/14,3:34 PM,3,,,,,,,,,,,,,,,,,,,,,
Christopher Fleming,Atlantic Northern,+1 (570) 689-8687,8767 Market Boulevard SE,Henderson,NV,89014,West," 98,871 ",12/20/14,2:56 AM,2,,,,,,,,,,,,,,,,,,,,,
Eloy Pinto,Canada World Airways,+1 (822) 636-8472,5758 First Parkway East,Topeka,KS,66603,Midwest," 98,689 ",4/18/13,12:23 AM,3,,,,,,,,,,,,,,,,,,,,,
Wylie Causey,Zevo Toys,+1 (191) 804-0290,6649 Oak Court,Fullerton,CA,92631,West," 98,241 ",10/13/14,11:19 PM,2,,,,,,,,,,,,,,,,,,,,,
Clint Blakely,Union Aerospace Corporation,+1 (807) 058-8319,4602 Union Drive,Amarillo,TX,79101,Southwest," 97,335 ",11/14/14,12:04 AM,5,,,,,,,,,,,,,,,,,,,,,
Vergie Mcconnell,Sixty Second Avenue,+1 (542) 230-4375,8659 Seventh Lane North,New York,NY,10001,Northeast," 96,890 ",2/14/15,9:11 AM,3,,,,,,,,,,,,,,,,,,,,,
Roxie Oswalt,Atlantic Corporation,+1 (385) 835-0880,3669 Walnut Canal,Fort Wayne,IN,46802,Midwest," 96,656 ",3/21/13,5:46 PM,2,,,,,,,,,,,,,,,,,,,,,
Kevina Fernandez,Umbrella Corporation,+1 (202) 001-2509,8359 Second Place,Pasadena,CA,91101,West," 96,075 ",5/14/15,11:47 PM,2,,,,,,,,,,,,,,,,,,,,,
Langer Carr,The Drunken Clam,+1 (687) 583-0098,2616 Ninth Way East,Denver,CO,80202,West," 96,026 ",6/20/13,2:36 PM,5,,,,,,,,,,,,,,,,,,,,,
Charles Milligan,General Products,+1 (241) 405-9685,578 Union Park,Grand Rapids,MI,49503,Midwest," 95,955 ",12/28/14,7:16 AM,3,,,,,,,,,,,,,,,,,,,,,
Madison Asbury,The Hanso Foundation,+1 (787) 955-6314,2086 Pine Canal,Cedar Rapids,IA,52401,Midwest," 95,905 ",5/20/15,5:31 AM,2,,,,,,,,,,,,,,,,,,,,,
Bliss Stoner,Queen Industries,+1 (211) 138-6588,8457 Union Lane SW,Burbank,CA,91501,West," 95,597 ",1/5/13,2:16 PM,3,,,,,,,,,,,,,,,,,,,,,
Carmine Mcneill,The Hanso Foundation,+1 (721) 292-9570,9080 Fifth Way SE,Sunnyvale,CA,94086,West," 95,188 ",4/17/14,2:40 AM,5,,,,,,,,,,,,,,,,,,,,,
Brisa Quinones,The New Firm,+1 (144) 871-4210,2584 Elm Cove,Elizabeth,NJ,07201,Northeast," 94,904 ",12/31/15,5:30 AM,3,,,,,,,,,,,,,,,,,,,,,
Amira Seal,CC Corporation,+1 (977) 559-1077,9694 Maple Cove,Pomona,CA,91767,West," 94,694 ",1/23/14,2:03 AM,3,,,,,,,,,,,,,,,,,,,,,
Albert Aiken,Transworld Consortium,+1 (636) 002-5192,6114 Fifth Alley NE,Glendale,AZ,85301,Southwest," 94,669 ",8/5/15,6:34 AM,3,,,,,,,,,,,,,,,,,,,,,
Adam Harman,Trade Federation,+1 (484) 016-9376,4761 Maple Place NE,Dallas,TX,75201,Southwest," 94,371 ",4/26/15,9:27 PM,2,,,,,,,,,,,,,,,,,,,,,
Asha Holm,Praxis Corporation,+1 (527) 906-3819,791 Hill Park East,Vancouver,WA,98660,West," 94,337 ",2/18/13,11:52 PM,3,,,,,,,,,,,,,,,,,,,,,
Colette Thorpe,Praxis Corporation,+1 (008) 258-3235,8315 Sixth Terrace,Virginia Beach,VA,23451,Southeast," 93,919 ",6/3/15,10:45 PM,1,,,,,,,,,,,,,,,,,,,,,
Aparajita Strickland,Widget Corp,+1 (960) 411-7071,4870 Maple Circle,Santa Clara,CA,95050,West," 93,414 ",9/13/13,11:46 AM,3,,,,,,,,,,,,,,,,,,,,,
Tammy Nathan,Atlantic Northern,+1 (516) 032-7322,6604 Hill Parkway NE,Chula Vista,CA,91910,West," 93,412 ",1/8/15,12:15 AM,4,,,,,,,,,,,,,,,,,,,,,
Laurie Bills,Trans Regional Airlines,+1 (945) 650-6578,104 Second Court NW,Cary,NC,27511,Southeast," 93,166 ",12/4/15,4:31 AM,3,,,,,,,,,,,,,,,,,,,,,
Dutch Pollard,Universal Exports,+1 (061) 884-0300,7355 Church Street,Columbus,GA,31901,Southeast," 93,152 ",12/20/13,7:40 AM,5,,,,,,,,,,,,,,,,,,,,,
Raymond Zapata,Transworld Consortium,+1 (740) 254-8248,6775 Mill Park,Riverside,CA,92501,West," 93,035 ",7/29/14,7:36 PM,1,,,,,,,,,,,,,,,,,,,,,
Demarco Oden,Paradise Airlines,+1 (254) 384-8558,3688 Valley Crescent,Waco,TX,76701,Southwest," 92,807 ",9/18/13,9:49 AM,2,,,,,,,,,,,,,,,,,,,,,
Dennie Rios,Universal Exports,+1 (756) 994-9787,8854 View Lane,Arlington,VA,22201,Southeast," 92,711 ",1/1/15,6:15 AM,3,,,,,,,,,,,,,,,,,,,,,
Kortney Herrin,Zorg Industries,+1 (078) 295-6640,9328 Cherry Loop SE,Buffalo,NY,14201,Northeast," 92,016 ",11/18/13,12:18 AM,1,,,,,,,,,,,,,,,,,,,,,
Alexa Quick,Monks Diner,+1 (469) 801-1021,120 Maple Circle SE,Portland,OR,97201,West," 91,609 ",11/27/14,12:58 AM,2,,,,,,,,,,,,,,,,,,,,,
Dannie Kim,Three Waters,+1 (241) 264-9444,9142 Adams Road,Alexandria,VA,22301,Southeast," 91,596 ",2/10/15,5:32 PM,2,,,,,,,,,,,,,,,,,,,,,
Renee Post,Uplink Corporation,+1 (698) 498-7941,9184 Church Drive,Cary,NC,27511,Southeast," 91,241 ",10/3/14,5:17 PM,2,,,,,,,,,,,,,,,,,,,,,
Marita Darden,SpringShield,+1 (208) 585-1864,7868 Mill Terrace NE,Richmond,CA,94801,West," 91,062 ",8/24/15,1:40 PM,1,,,,,,,,,,,,,,,,,,,,,
Claudine Billups,U.S. Robotics and Mechanical Men,+1 (422) 075-4457,3317 Church Crescent West,Vancouver,WA,98660,West," 90,907 ",8/31/15,12:41 PM,3,,,,,,,,,,,,,,,,,,,,,
Ballard Goldman,Videlectrix,+1 (129) 949-3384,3699 Third Boulevard East,Wilmington,NC,28403,Southeast," 90,478 ",7/24/15,7:05 PM,3,,,,,,,,,,,,,,,,,,,,,
Georgina Melendez,Input Inc.,+1 (626) 819-8931,6161 Walnut Crescent South,Rancho Cucamonga,CA,91730,West," 90,149 ",10/12/13,1:33 PM,4,,,,,,,,,,,,,,,,,,,,,
Angelita Saxton,McMahon and Tate,+1 (679) 384-2127,2702 Fourth Parkway,Sterling Heights,MI,48310,Midwest," 90,065 ",4/2/13,12:40 AM,1,,,,,,,,,,,,,,,,,,,,,
Romona Mccann,Thrift Bank,+1 (867) 451-7423,6903 Second Parkway,Seattle,WA,98101,West," 89,645 ",1/27/15,2:55 PM,5,,,,,,,,,,,,,,,,,,,,,
Jasmine Larsen,Zevo Toys,+1 (296) 720-2063,6285 Park Cove,Rochester,NY,14604,Northeast," 89,282 ",6/25/13,2:38 AM,3,,,,,,,,,,,,,,,,,,,,,
Eris Locklear,Spade and Archer,+1 (810) 064-3314,2089 Jefferson Loop,Gilbert,AZ,85234,Southwest," 89,139 ",11/15/13,9:07 PM,5,,,,,,,,,,,,,,,,,,,,,
Carmela Napier,Sudden Pacific Railroad,+1 (200) 030-0961,7797 Union Canal SW,Paterson,NJ,07501,Northeast," 88,915 ",11/9/14,5:05 PM,3,,,,,,,,,,,,,,,,,,,,,
